caption,tags,quote,actual_quote,child_len
"The man at the oil change place when I, a 35-year-old single woman who has owned her own car for years, could not immediately find the hood release.  He then opened my door, reached in, and popped the hood himself.","['xs', 'gender']",“You’re a girl.  You’re not expected to know where it is.”,You're a girl. You're not expected to know where it is.,11
"My team manager at my firm said to me and my female coworker. Telling us that we weren’t one of “""those girls”“ was in someway supposed to make it OK.  When my coworker and I politely called him out on his remarks, telling him they were sexist and hurtful, he spent half an hour telling us how most girls he had met were ""dumb” and “irrational/incapable of logic,” and offered to send us research papers and articles that back up his claims.  My male teammates told me I shouldn’t let such thing upset me, that I was making too big a deal out of it, and that my team leader was entitled to his opinion. Made me feel hurt, betrayed, angry, shocked that even though I work at a leading consulting firm that prides itself on equal oportunitu hiring and gender equaility, I was advised to “let the issue go, and not make such a big deal out of it.”","['xs', 'gender']","“I think girls are dumb and incapable of logical reasoning. Current company excluded, of course.”","I think girls are dumb and incapable of logical reasoning. Current company excluded, of course.",15
Several people on different occasions after finding out my boyfriend is Chinese. Since when is it appropriate to ask an acquaintance how big her boyfriend’s penis is?,"['gender', 'race', 'xs', 'body']","“So, is it true what they say about Asians?”","So, is it true what they say about Asians?",9
"College theater department head to my director. I was the leading lady in a show cast with mostly average-sized women. I have body dysmorphic disorder and have spent 15 years hating my body and trying to lose weight any way possible, including purging, starving, and abusing laxatives. Makes me feel defeated, worthless, like my talent is dependent on what size I wear.","['xs', 'body', 'gender']",“We should put your cast on a scale!”,We should put your cast on a scale!,8
"US border guard to me, an Asian American.","['xs', 'race', 'nationality']",“How did you get an American passport?”,How did you get an American passport?,7
"A high school teacher, who was telling me that I looked gay today.","['xs', 'sexuality']",“Why are you dressed like that?”,Why are you dressed like that?,6
"One of my friends after I cut my hair very short. 21, sorority sister. Made me feel stereotyped, pressured, worried that my sorority sisters will be uncomfortable around me.","['xs', 'sexuality', 'gender', 'genderqueer']","“So are you a full-time lesbian now, or just bi?”","So are you a full-time lesbian now, or just bi?",10
,"['xs', 'race']","“Yeah, there’s this Chinese girl in my dorm. She said her name’s Sarah - I don’t know what her REAL name is, though.”","Yeah, there's this Chinese girl in my dorm. She said her name's Sarah - I don't know what her REAL name is, though.",23
"My neighbor said this to my two roommates as we were all coming in after walking her dog together. We were the only Asian American tenants in the entire building. Shocked, angry, and degraded, like he considered us on the same level as a dog.","['xs', 'race']","“Is your dog Oriental, too?”","Is your dog Oriental, too?",5
"Cisgender hetero coworker to me, a genderqueer lesbian. Made me remember why I’m not out at work.","['xs', 'gender', 'sexuality', 'genderqueer', 'macro']","“If someone called me feminine, it’d be like calling me a faggot. And if I called some chick masculine, well… that’s just unfortunate for her ugly ass.”","If someone called me feminine, it'd be like calling me a faggot. And if I called some chick masculine, well … that's just unfortunate for her ugly ass.",28
"I’m a wheelchair user in a large museum. I felt like my struggles with accessibility were nothing and the young, able-bodied man who said this expected pity.","['xs', 'ability']",“Look at her. That’s no fair. Why do I have to walk? She’s taking advantage.”,Look at her. That's no fair. Why do I have to walk? She's taking advantage.,15
"My mother to my father, a minor squabble over a minor piece of DIY work. I was disappointed.","['xs', 'gender', 'internalization']","“I can’t work out how to do that, that’s not how girl brains work.”","I can't work out how to do that, that's not how girl brains work.",14
"A high school teacher, after showing my class Forrest Gump. I am a childhood abuse survivor. Made me feel hurt, defensive, offended that a story written by a privileged person was being posited as truth","['xs', 'gender', 'survivor']","“It was Jenny’s fault that her life was bad, because she allowed being abused to affect her. Forrest just moved on from everything - that’s how you should think.”","It was Jenny's fault that her life was bad, because she allowed being abused to affect her. Forrest just moved on from everything - that's how you should think.",29
"Strangers, all the time, in any location. Tall black kids can do more than play basketball.","['xs', 'race']",“Do you play basketball?”,Do you play basketball?,4
"My dad, explaining to an eight-year-old me why he hopes I’m not into girls.","['xs', 'sexuality', 'gender']",“I just think life is hard enough without being gay on top of it.”,I just think life is hard enough without being gay on top of it.,14
"My white mother talking about my black father, after I complained he is frequently late. They divorced when I was little.","['xs', 'race']",“That’s just the black in him coming out.”,That's just the black in him coming out.,8
"I was in NY yesterday, meeting my future in-laws for the first time when my fiance’s father said this. He is a white man in his 70s. I am a 22 year old biracial black cis woman …who lives in Vermont. It made me feel furious, invisible, helpless, rejected.","['xs', 'race']","“You know why Vermont is so safe, don’t you? There’s hardly any minorities in it!”","You know why Vermont is so safe, don't you? There's hardly any minorities in it!",15
"Said to me, an asexual woman, when I voiced frustration. Made me feel devalued and ridiculous.","['xs', 'sexuality']",“You just need to get laid.”,You just need to get laid.,6
A white teacher giving a white male student a college application form that was supposed to be for Andre (a black male).,"['xs', 'race', 'gender']","“We’ll give you this one, trust me Andre is not going to college.”","We'll give you this one, trust me Andre is not going to college.",13
From someone who was looking at my autistic son playing and who obviously thought that autistic was a “bad” or “deficient” way to be. Made me feel like my son’s way of being was being invalidated.,"['xs', 'ability']",“I wish I could fix your son for you.”,I wish I could fix your son for you.,9
"Reminder from my 40-some year old, male, heterocentric general practitioner after a conversation about which medical field I should pursue.","['xs', 'gender']","“Anything can happen. After all, you are a woman. You can always get fall in love, get married and have kids.  And that’s important too.”","Anything can happen. After all, you are a woman. You can always get fall in love, get married and have kids. And that's important too.",25
Title of a lecture in my intro psychology course. Made me angry that dragging up this tired stereotype is considered acceptable.,"['xs', 'gender']",“Are men more intelligent than women?”,Are men more intelligent than women?,6
"A white Christian girl to me in school, when we were learning about Hinduism, which I practice. The teacher hears but says nothing.","['xs', 'religion']",“I don’t get it. How do you believe something that’s so WRONG?”,I don't get it. How do you believe something that's so WRONG?,12
"Some of my family members, about a relative’s spouse, whom they called lazy and a bad wife for not taking care of household chores like ironing and cooking.","['xs', 'gender']",“She doesn’t iron his clothes and she doesn’t even COOK for him.”,She doesn't iron his clothes and she doesn't even COOK for him.,12
"My boyfriend’s dad, talking about my job unloading boxes at a large retailer. July 2011. Made me dread all the conversations like this I’ll have to have in the coming years. Made me feel inadequate.","['xs', 'gender', 'sexism']","“You know, if I were hiring for a job like that, I don’t know that I would hire, you know, a young lady.”","You know, if I were hiring for a job like that, I don't know that I would hire, you know, a young lady.",23
Comment made during a conversation about contemporary racism.,"['race', 'xs']",“Racism is only a problem now because minorities continue to think they’re oppressed.”,Racism is only a problem now because minorities continue to think they're oppressed.,13
"My brother, straight, 20’s, about the upside of his plane being delayed. Doesn’t know I’m a lesbian. Made me feel like my sexuality was a spectacle for other people to enjoy.","['xs', 'sexuality', 'gender']","“…but there was a lesbian couple in line who were saying a really passionate goodbye for like, half an hour, so I didn’t mind the wait.”","… but there was a lesbian couple in line who were saying a really passionate goodbye for like, half an hour, so I didn't mind the wait.",27
,"['race', 'ethnicity', 'xs']",“You’re one of the GOOD Mexicans!”,You're one of the GOOD Mexicans!,6
Man outside of a club referring to the length of my skirt.,"['xs', 'gender']","“Oh, that chick is asking for it.”","Oh, that chick is asking for it.",7
"A male classmate explains his stance on why female nudes are the most popular subject in our student art gallery. But it’s “positive” and “flattering” to women, so I shouldn’t complain.","['xs', 'gender']","“Women are naturally attractive. Why do you think when you open a magazine for something like cars or video games, there’s girls everywhere, but when you open a magazine for women, there’s girls there too?”","Women are naturally attractive. Why do you think when you open a magazine for something like cars or video games, there's girls everywhere, but when you open a magazine for women, there's girls there too?",35
"One classmate talking to another about the difficulties of finding parking on campus.  My father is disabled and actually uses handicapped spaces legitimately. I felt angry, insulted, and later regretful that I didn’t say anything.","['xs', 'ability']","“I can tell you how to get a handicapped parking sticker, it’s so easy!”","I can tell you how to get a handicapped parking sticker, it's so easy!",14
"White 20-something co-worker, telling me the reason she doesn’t believe our supervisor can be racist or act in racist manner.","['race', 'xs']","“She can’t be racist… she DOES have a Mexican husband, you know.”","She can't be racist … she DOES have a Mexican husband, you know.",13
"My sister, to me, after watching Scott Pilgrim Vs. The World. I am seventeen and bisexual. I come out to her because I can’t think of anything to say. She immediately accuses me of lying to her. I feel angry, frustrated, and disappointed.","['xs', 'sexuality']","“So, have you had a bi phase?”","So, have you had a bi phase?",7
"White male classmate on bus who accidentally bumps into me (an Indian American girl) while I’m sitting in one of the seats. In high school & made me feel angry, upset, dehumanized.","['ethnicity', 'gender', 'race', 'xs']",“Sorry if you can’t get married now!”,Sorry if you can't get married now!,7
"An elderly white man upon walking into a writing workshop in Chicago and seeing several female-bodied people in the room. I am 19. July 2011. Made me feel upset that my potential was dismissed because of my gender, like any of my contributions count for less.","['xs', 'gender']","“Oh no, we won’t get anything done today, too many hormones.”","Oh no, we won't get anything done today, too many hormones.",11
"An ex, to me. In the USA & made me feel angry & marginalized.","['xs', 'race', 'gender']",“Can I say that I have yellow fever?”,Can I say that I have yellow fever?,8
"My grandmother, to me, when I was 15 years old.","['xs', 'gender']",“Don’t go getting too independent. Men don’t like that.”,Don't go getting too independent. Men don't like that.,9
A straight married woman college-aged acquaintance on Facebook. Made me feel fetishized as a gay person; invisible as a lesbian.,"['xs', 'gender', 'sexuality']","“wants a gay male friend… I miss having one, gay people are so much fun! :D”","wants a gay male friend … I miss having one, gay people are so much fun! :D",17
"A male teacher (9th grade biology) after I expressed my views on sexism and transgender rights. Made me feel confused, claustrophobic, rejected.","['xs', 'gender', 'sex']",“It’s definitely not just a label. WHETHER YOU’RE A BOY OR A GIRL DEFINES EVERYTHING YOU ARE.”,It's definitely not just a label. WHETHER YOU'RE A BOY OR A GIRL DEFINES EVERYTHING YOU ARE.,17
from complete male strangers on the street.,"['gender', 'xs']",“SMILE!”,SMILE!,1
My white teacher to a black student when the student was offended that another student described a neighborhood as “ghetto”.,"['race', 'class', 'xs', 'everything']",“Don’t you think your reaction was offensive to others as well?”,Don't you think your reaction was offensive to others as well?,11
"President of my sorority (a Russian-American with long, blonde hair) while looking at MY AFRO in our group photo.","['race', 'gender', 'xs']","“Well, what are you going to do when you graduate and get a job and want to be PROFESSIONAL?”","Well, what are you going to do when you graduate and get a job and want to be PROFESSIONAL?",19
"Said by a white acquaintance to me, a mixed-race (black and white) woman, while out for drinks in Ghana. I was floored. I think she meant Floored. I think she meant it as an an extremely underhanded and racist compliment.","['xs', 'race']","“Well, you’re almost white.”","Well, you're almost white.",4
A person who claims to be a trans ally said this to me.,"['xs', 'trans']",“I won’t ever use the word ‘cisgender’ -  it’s a useless word.”,I won't ever use the word 'cisgender' - it's a useless word.,12
"My mom, in response to my rant about my day where a bicyclist made kissing noises to me while riding by, the UPS man called me “sexy” three times in one sentence (can I just sign for the packages?), and while stuck in traffic another driver decided it would be a good idea to shout how hot I was and would I “have his babies.”","['xs', 'gender']","“Well, what were you wearing?”","Well, what were you wearing?",5
"My straight female friend, after I (a gay man) pointed out that she and her boyfriend can safely go to one of the many clubs in the city that aren’t specifically a space for queer people, as opposed to me, where gay bars are the only place I can be assured I won’t be decked by a drunken homophobe for flirting with or in front of him.  But apparently the music is better, so that doesn’t matter. Made me feel dismissed, trivialized, and fetishized, like going to a gay club is some cute niche interest like going to a goth club.","['xs', 'sexuality']",“But they are farther away from me and not as fun.”,But they are farther away from me and not as fun.,11
,"['ability', 'xs', 'invisibility']",“You aren’t really disabled.”,You aren't really disabled.,4
,"['xs', 'race']",“You act white!”,You act white!,3
White visitors to my house in the city,"['xs', 'race', 'class']",“Is my car gonna be okay?”,Is my car gonna be okay?,6
"A white, female friend’s comment on a picture of me (fairly dark Filipino male) holding one of my best friend’s 6-month-old son (white, blond, blue eyes) that I had posted on FB.","['xs', 'race']",“Did you steal that baby?!? It looks terrified!”,Did you steal that baby?!? It looks terrified!,8
"An older customer, trying to make small talk with me as I ring up his order.","['xs', 'gender']","“A college student, huh?  So, nursing or teaching?”","A college student, huh? So, nursing or teaching?",8
A friend’s reaction when I said I regretted making a racist remark that offended a friend of mine last year. I felt shocked.,"['xs', 'race']",“Racism is a sign of weakness in the person that is offended.”,Racism is a sign of weakness in the person that is offended.,12
"One of my sisters in a conversation about sexuality. I identify as bisexual but have am in a long term heterosexual relationship. I’ve had the same reaction from straight and gay friends, as well as my current partner, who believe it was either something I grew out of, or that I was doing it for attention. Makes me feel like my sexual identity is one big joke, insecure and humiliated.","['xs', 'sexuality', 'genderqueer']","“You can’t really call yourself bisexual can you? I mean, you’ve been with (boyfriend) so long it hardly counts does it? (Sister) is gay, but for you it was more like just a phase, right? I mean, c'mon, you’re the straightest person I know!”","You can't really call yourself bisexual can you? I mean, you've been with (boyfriend) so long it hardly counts does it? (Sister) is gay, but for you it was more like just a phase, right? I mean, c'mon, you're the straightest person I know!",44
"Two business-end people in the office across from me. I’m a trans woman, and have been out at the lab for four months now.","['xs', 'gender', 'trans*']",“Gender and birth date are two fields that will never change.”,Gender and birth date are two fields that will never change.,11
"My professor when I tried to correct my class’s gross misconceptions about psychotherapy by sharing my personal experience. I felt silenced and like my personal experience of my therapists’ methods were completely worthless, compared to what the author of our class materials had to say, who claims that some obscure number of psychotherapists intentionally cause patients to have false memories of child sexual abuse. I am a child sexual abuse survivor being treated for PTSD. Now I know not to tell my professor.","['invisibility', 'xs', 'survivor', 'submission']",“We don’t need to go into your therapy sessions.”,We don't need to go into your therapy sessions.,9
Made me feel appalled & angry.,"['race', 'xs']","“I know that what happened to the Native American population was wrong, and that it was a horrible injustice to them, but why, after years and years, am I forced to feel guilty for something I had absolutely no part of?”","I know that what happened to the Native American population was wrong, and that it was a horrible injustice to them, but why, after years and years, am I forced to feel guilty for something I had absolutely no part of?",41
Two male subway workers arguing over a construction project in the middle of a group of passengers. This was clearly meant to be a serous insult.,"['xs', 'gender']",“You can’t just quit in the middle of a fucking job. That’s the sort of thing women do. Are you wearing a skirt?”,You can't just quit in the middle of a fucking job. That's the sort of thing women do. Are you wearing a skirt?,23
My mothers’ opinion on gender stereotypes.,"['xs', 'gender', 'internalization']",“We all fall into those roles eventually.”,We all fall into those roles eventually.,7
"My cousin’s first words to my mother during my grandmother’s funeral. Made me just angry, very very angry.","['xs', 'body']",“You’ve gained weight!”,You've gained weight!,3
"My boss, after I told her I was pregnant. I’m 30 years old and not married. Made me feel about 14 years old.","['xs', 'gender', 'age', 'marriage']",“Is this a good thing?”,Is this a good thing?,5
,"['xs', 'gender']","“If you don’t like being reminded of sexism, just ignore it.”","If you don't like being reminded of sexism, just ignore it.",11
"During a job interview with an older, white, cismale employer to me, a young, black-mixed, ciswoman.  It made me feel really stereotyped, annoyed, trapped (I need this job so I can’t tell him off), and like he ignored my other ethnicities.","['xs', 'race', 'ethnicity']","“You like hip-hop, don’t you?”","You like hip-hop, don't you?",5
"Straight male acquaintance after I came out to him as a lesbian. Was it supposed to be a compliment? Does a man get to judge my relationship with a woman as unfulfilling and “a waste?” Does he think that had been straight, he and other men would be entitled to sex with me?","['xs', 'sexuality', 'gender']","“Damn, what a waste!”","Damn, what a waste!",4
Said by a white man of at least thirty to a 3 year old Latina girl at a restaurant as she was heading to the bathroom. The little girl was out with many members of her family.,"['xs', 'race']","“Hey honey, you’re going the wrong direction, the border’s that way!”","Hey honey, you're going the wrong direction, the border's that way!",11
"At most fast food restaurants  that offers kids’ meals, in reference to whether the toy included should be a “boy toy” or a “girl toy”. Makes me angry that children’s’ toys can’t simply just be toys, but have to be classified into gender categories.","['xs', 'gender']",“Is the kids’ meal for a boy or a girl?”,Is the kids' meal for a boy or a girl?,10
At my school study hall in suburban USA. It made me feel stereotyped and ostracized for being a poor African American.,"['xs', 'race', 'class']",“I hate going into the city. There are so many black people and it’s so ghetto… Not to be racist or anything.”,I hate going into the city. There are so many black people and it's so ghetto … Not to be racist or anything.,23
my ex-girlfriend,"['sexuality', 'gender', 'xs']","“YOU CAN’T BE BISEXUAL, THERE’S NO SUCH THING. YOU’RE EITHER STRAIGHT OR GAY. BI GIRLS ARE JUST TRYING TO GET ATTENTION”","YOU CAN'T BE BISEXUAL, THERE'S NO SUCH THING. YOU'RE EITHER STRAIGHT OR GAY. BI GIRLS ARE JUST TRYING TO GET ATTENTION",21
"My boyfriend’s family friend to my boyfriend and me, about Miami. I am half-Cuban with a clearly Latin@ name, and we were in Miami to visit my father and grandfather, both Cuban immigrants.","['xs', 'ethnicity', 'race']",“Too bad about all the damn Cubans down there.”,Too bad about all the damn Cubans down there.,9
"Said by my coworker, a white ciswoman, during happy hour at a bar after work. Made me feel trapped, like I couldn’t explain that gender does not equal sexuality without sounding like “the mean queer.”","['xs', 'gender', 'sexuality']","“Believe me, my son is NOT gay. He has never once touched a Barbie, he’s built like a linebacker, and he’s a real man’s man.”","Believe me, my son is NOT gay. He has never once touched a Barbie, he's built like a linebacker, and he's a real man's man.",25
"My coworker to me after it came out that I hadn’t had a girlfriend for a while. He’s a white male, and as I stood there trying to think of a response, he grabbed three other white male coworkers and expressed his disbelief to them. They all agreed with him and stood in a semi circle around me, laughing. Made me feel like my sexuality was freakish, a joke.","['xs', 'race', 'gender', 'sexuality']",“How can you go so long without having sex?! You’re a BLACK GUY.”,How can you go so long without having sex?! You're a BLACK GUY.,13
"Example for workshop on a programming language that my (genderqueer, trans, neither M nor F) partner was taking.","['xs', 'gender']",“Say I wanted to categorize the people in this room into boys and girls…”,Say I wanted to categorize the people in this room into boys and girls …,15
In response to me being from an affluent suburb with multi-generational professionals.,"['race', 'xs']","“Dude, I’m blacker than you. I watch Comic view on BET every night.”","Dude, I'm blacker than you. I watch Comic view on BET every night.",13
The news.,"['xs', 'gender', 'class', 'age']",“Hey ladies - do you want to be successful at work? Here’s the secret - marry a man who is twenty years older than you!”,Hey ladies - do you want to be successful at work? Here's the secret - marry a man who is twenty years older than you!,25
"My ex-boyfriend in high school, explaining why he didn’t believe in “women’s rights”.","['xs', 'gender', 'class']","“I’m sick of hearing all this stuff about feminism. I’m a white male, does that make me rich? I’m not ‘empowered’ just because I’m a guy. Do you know how many scholarships I can’t apply for because I’m male?”","I'm sick of hearing all this stuff about feminism. I'm a white male, does that make me rich? I'm not 'empowered' just because I'm a guy. Do you know how many scholarships I can't apply for because I'm male?",39
"A fellow woman of color, days before my freshman year of college at a flagship university of Texas. Well, fuck…","['xs', 'race']","“You only got into [my university] because you’re Native American AND Mexican. I had to work harder to get into this same honors program, and that’s not fair.”","You only got into [my university] because you're Native American AND Mexican. I had to work harder to get into this same honors program, and that's not fair.",28
"About me, a licensed attorney in two states with a BA and MA in English","['xs', 'gender']",“I DON’T WANT YOUR LITTLE GIRL LAW CLERK WORKING ON THIS BRIEF; IT’S TOO IMPORTANT.”,I DON'T WANT YOUR LITTLE GIRL LAW CLERK WORKING ON THIS BRIEF; IT'S TOO IMPORTANT.,15
"In a 2007 National Geographic photo book called “Inside China”, where five out of six authors are white. Made me feel annoyed as a Chinese person - enough of this stereotyping and essentialism already.","['xs', 'race', 'ethnicity']",“There is no question that the Chinese will keep working hard. Hard work is in their genes.”,There is no question that the Chinese will keep working hard. Hard work is in their genes.,17
a guy at trivia night at my local bar.,"['sexuality', 'xs']","“I’m fine with gay people, I just don’t understand why gay guys have to be so flaming.”","I'm fine with gay people, I just don't understand why gay guys have to be so flaming.",17
Job interview (via microaggressions)(via microaggressions),"['xs', 'race', 'reblog']","“Wow, you don’t sound Asian on the phone!”","Wow, you don't sound Asian on the phone!",8
,"['xs', 'religion']",“Jihad is one of the Five Pillars of Islam. The whole thing is basically founded on going out and killing people for G-d.”,Jihad is one of the Five Pillars of Islam. The whole thing is basically founded on going out and killing people for G-d.,23
Social studies classmate discussing the plight of various Native/First Nations/Inuit reserves in Canada and how our government deals with it.,"['xs', 'race', 'class']","“They (Native people) need to stop being so difficult and complaining! They already get so much from our tax money, what more do they want?”","They (Native people) need to stop being so difficult and complaining! They already get so much from our tax money, what more do they want?",25
"From an older-teenage, male student, to myself (a female teacher’s aide who specializes in math) and a female teacher, referring to his math homework.  He proceeded to get help from a male aide whose specialty is history. Made me frustrated that my ability to teach would be undermined by something so irrelevent to my math abilitites.  Also spiteful - I didn’t try to convince him that it would be better to get help from somebody who understands the topic - decided that he’s old enough to choose to fail, if that’s his choice.","['xs', 'gender', 'sexism']","“If I can’t get this, you guys definitely can’t!”","If I can't get this, you guys definitely can't!",9
"A male Career and Life Management teacher in a grade 10 class made up of arts students, mostly girls, before watching Supersize Me","['xs', 'gender']","“Pay close attention to this girls, because one day, you’ll be cooking all the food for your husbands and children and will be responsible for their nutrition!”","Pay close attention to this girls, because one day, you'll be cooking all the food for your husbands and children and will be responsible for their nutrition!",27
when: yesterday,"['xs', 'sexuality']","“Lesbians use strap-ons, which is stupid.  You might as well switch to a dick.”","Lesbians use strap-ons, which is stupid. You might as well switch to a dick.",14
"From a relatively unknown person from my martial arts class. Besides that the condition of my body hair has nothing to do with her, it really angered me how she implied that lesbianism was something very undesirable.","['xs', 'sexuality', 'body', 'gender']","“I think you should shave your legs, because it makes you look like a lesbian.”","I think you should shave your legs, because it makes you look like a lesbian.",15
"My supervisor at the college bookstore. My name is Edelio, after my Cuban father and grandfather. Made me feel angry & disrespected","['xs', 'race', 'ethnicity']","“You know, I wasn’t going to hire you when I saw your name. I was like ‘I’m not going to be able to pronounce that.’”","You know, I wasn't going to hire you when I saw your name. I was like 'I'm not going to be able to pronounce that.'",25
"Ignorant comment I sometimes receive that generalizes about feminism and who can be a feminist. Disrespected my gender identity as a queer femme.Age 22, heard over the last year whenever I mention my activism. Makes me feel alienated, ugly, and like I can never escape my biology.","['xs', 'gender', 'genderqueer', 'body']",“How can you be a feminist? You’re a dude.”,How can you be a feminist? You're a dude.,9
"Shouted at my new girlfriend and I while we were sharing a kiss. Made me feel frustrated and objectified, like my affections and sexuality were seen as pretty display things for men instead of valid expressions of feeling. Made me upset at the knowledge that if we were a straight couple no one would care.","['xs', 'sexuality']",“Any room for me between there?”,Any room for me between there?,6
My ex boyfriend when we started dating.,"['xs', 'sexuality']",“I like that you’re bi because it means you’d be open to a threesome.”,I like that you're bi because it means you'd be open to a threesome.,14
My high school English teacher. I’m Asian and English IS my first language.,"['race', 'xs']","“If I didn’t know what you looked like, I would have thought English was your first language.”","If I didn't know what you looked like, I would have thought English was your first language.",17
"Said to me after I complained about the condescending and derogatory manner in which upper class people have treated me. Made me feel invisible, like my experience of growing up in poverty doesn’t count because I live in Canada.","['xs', 'class']","“Well everyone in the first world is middle class in a global setting, so you’re pretty much the same as them.”","Well everyone in the first world is middle class in a global setting, so you're pretty much the same as them.",21
"My high school counselor, explaining why he wouldn’t let me take computer science even though I had an A+ in all the prerequisites.My parents fought for me so I could take it. On the first day, I realized I was the only female in the class. My classmates gave each other nicknames; mine was “girl.”","['xs', 'gender']",“You’ll fail. Why don’t you take keyboarding instead?”,You'll fail. Why don't you take keyboarding instead?,8
"Paraphrase of a conversation I had with an acquaintance over lunch when asked to explain  how prisons related to public school education (a class I am currently taking). He kept repeating the guts part. Bewildered that in my collegiate learning atmosphere someone would make such sweeping racial assumptions especially when I was asked to elaborate. He said it so absolutely, as if it was the bottom line, as if his “feelings” and stereotypes justified the injustices of the prison system. He just wasn’t hearing me out at all.","['xs', 'class', 'race']","“I’m not surprised there are so many police around urban, minority-populated schools. I’ve played sports against some of those schools, and those kids are SCARY. I was afraid I’d get stabbed. I like my guts on the inside of me thank you very much.”","I'm not surprised there are so many police around urban, minority-populated schools. I've played sports against some of those schools, and those kids are SCARY. I was afraid I'd get stabbed. I like my guts on the inside of me thank you very much.",44
"National Women’s History Museum website about Sybil Ludington, who rode 40 more miles than Revere and is virtually lost in history. Women have already been so marginalized in history, that I find it ridiculous that Paul Revere must be mentioned as a standard for her contributions. June 2011, and made me feel like this was a token effort of a museum that will continue to filter history through a male lens.","['xs', 'gender']","“A young American patriot, Sybil Ludington is the female counterpart to the more famous Paul Revere.”","A young American patriot, Sybil Ludington is the female counterpart to the more famous Paul Revere.",16
"My at the time boyfriend commenting on my jeans and flannel shirt. Usually I wear dresses and skirts. I felt so bad I just went home. A year ago when I went to go visit him at his apartment. It made me feel ugly, belittled, depreciated.","['xs', 'gender']",“What are you WEARING? You look like a dude!”,What are you WEARING? You look like a dude!,9
my ex-girlfriend,"['sexuality', 'gender', 'xs']","“YOU CAN’T BE BISEXUAL, THERE’S NO SUCH THING. YOU’RE EITHER STRAIGHT OR GAY. BI GIRLS ARE JUST TRYING TO GET ATTENTION”","YOU CAN'T BE BISEXUAL, THERE'S NO SUCH THING. YOU'RE EITHER STRAIGHT OR GAY. BI GIRLS ARE JUST TRYING TO GET ATTENTION",21
A white person when I told them that their use of an “Indian” accent was racist.,"['xs', 'race']",“It wasn’t racist against Indians. I’m Indian. I was born in India.”,It wasn't racist against Indians. I'm Indian. I was born in India.,12
"Said to me by a sexual health nurse when I was 22 (last year) when I refused contraception. Left me feeling invalidated and later very, very angry.","['xs', 'sexuality']","“It’s just a phase, you’re too young to decide your sexuality, you should just have sex with men till you’re sure.”","It's just a phase, you're too young to decide your sexuality, you should just have sex with men till you're sure.",21
"Guy in my Mandarin Chinese class. Anything to make it easier for the white people, apparently.","['xs', 'ethnicity', 'race']",“Why can’t they all just speak English? Or at least use that pinyin stuff. The characters are so confusing!”,Why can't they all just speak English? Or at least use that pinyin stuff. The characters are so confusing!,19
A doctor,"['xs', 'ability']","“So it says here that you’re disabled due to having bipolar disorder. Well, pardon me for saying this, but aren’t the medications better than they used to be? Lots of people can work now.”","So it says here that you're disabled due to having bipolar disorder. Well, pardon me for saying this, but aren't the medications better than they used to be? Lots of people can work now.",34
My ex-girlfriend after telling her I’m bisexual.,"['sexuality', 'xs']","“Of course I love you, I just prefer the straight part of you to the gay part.”","Of course I love you, I just prefer the straight part of you to the gay part.",17
"Drunk 40-year-old man to me, a 20-year-old, at midnight while just the two of us wait for the bus","['gender', 'xs']",“You’re very pretty.”,You're very pretty.,3
"Male co-worker, in a tone of great surprise, at seeing me use a screwdriver to open my PC because the hard drive had failed. I’m female, 24, and I have a master’s in computer science. Made me feel undervalued, like he’s expecting less of me because of my gender.","['xs', 'gender']","“Wow, you’re really good at this!”","Wow, you're really good at this!",6
"Store Manager to me, during a cashier hiring process after saying “We can’t hire her. She’s Indian (meaning Native American). I hired one of them once & he was lazy & always late.” I’m Native American. Made me feel furious, devalued.","['xs', 'race']","“Yeah, but you’re not like most of them. You’re smart & a hard worker.”","Yeah, but you're not like most of them. You're smart & a hard worker.",14
White male undergraduate student to me while waiting to see his professor’s office hours. I work in the office & am an educated 36-year-old black woman in her 3rd year of a Ph.D. program at NYU.,"['race', 'gender', 'xs']","“Man, I’m thirsty! Hey – what does a guy have to to do get some water around this place?”","Man, I'm thirsty! Hey – what does a guy have to to do get some water around this place?",19
"In reference to my race and heard from many people since I was in grammar school. I’ve often wondered about their motivations. Is it that if they don’t immediately recognize one’s race, they still have an overwhelming urge to classify them?","['xs', 'race']",“What are you?”,What are you?,3
"My best friend when I [a genderqueer female] told him that growing my armpit hair makes me feel strong. I got an accompanying pat on the shoulder. Made me feel patronised, misunderstood.","['xs', 'gender', 'genderqueer']","“Yeah, you’re really making a statement with those.”","Yeah, you're really making a statement with those.",8
A classmate upon finding out I’m Jewish. I genuinely think he saw it as a compliment.,"['xs', 'religion', 'ethnicity']",“But you look so Aryan… you so would have made it through the holocaust!”,But you look so Aryan … you so would have made it through the holocaust!,15
Older white woman commenting to my mother-in-law about my mixed-race son at a restaurant.,"['xs', 'race']","“Oh, I have one of those.”","Oh, I have one of those.",6
"My boss, in response to me complaining about a customer sexually harassing me. Put in my 2 weeks the next day. Made me feel like a piece of shit.","['xs', 'gender', 'sexism', 'survivor']",“Well maybe they wouldn’t bother you so much if you wore a bra.”,Well maybe they wouldn't bother you so much if you wore a bra.,13
My ex-boyfriend. Made me feel like a really angry feminist.,"['xs', 'gender']",“I’m glad you’re over your angry feminist phase. You used to be really abrasive with it.”,I'm glad you're over your angry feminist phase. You used to be really abrasive with it.,16
