caption,tags,quote,actual_quote
"I see Facebook statuses everywhere making fun of people with any mental illnesses; my wall is covered in the words “crazy,” “insane,” “unstable,” and “mental,” saying “all those people” shouldn’t be allowed in mainstream society.    I’m dealing with depression and anxiety, and I’m not emotionally stable all the time. Age 18, in the days following the Arizona shootings. Makes me feel ugly, wrong, unwanted, and defensive.","['xs', 'ability']","I see Facebook statuses everywhere making fun of people with any mental illnesses; my wall is covered in the words “crazy,” “insane,” “unstable,” and “mental,” saying “all those people” shouldn’t be allowed in mainstream society.    I’m dealing with depression and anxiety, and I’m not emotionally stable all the time. Age 18, in the days following the Arizona shootings. Makes me feel ugly, wrong, unwanted, and defensive.",
"I’m new to the Australia. Woman who’s training me for new job out of nowhere starts telling me about where I can get ribs and greens - you know, the foods my people like. I’m black, she’s white. I’m vegeterian. I tell my white boyfriend and he says, “She was  just trying to be helpful!”","['xs', 'race']","I’m new to the Australia. Woman who’s training me for new job out of nowhere starts telling me about where I can get ribs and greens - you know, the foods my people like. I’m black, she’s white. I’m vegeterian. I tell my white boyfriend and he says, “She was  just trying to be helpful!”",
"During track practice, we were doing push ups on the track and afterwards the hands of the boy next to me were stained red from the rubber. He turned to me, wiped his hands on his face and said in a fake accent, “Hello, my name is Sanjai, how can I help you with your computer today?"" I’m partially South Asian.","['xs', 'race']","During track practice, we were doing push ups on the track and afterwards the hands of the boy next to me were stained red from the rubber. He turned to me, wiped his hands on his face and said in a fake accent, “Hello, my name is Sanjai, how can I help you with your computer today?"" I’m partially South Asian.",
"I’m walking to the entrance of a store when a car comes speeding my way, almost hitting me. The driver opens the door and screams, “THIS AIN’T YOUR COUNTRY, BITCH!"" I was 14 years old, an Ecuadorian teenager actually born in the USA. The driver was an African American woman.","['race', 'nationality', 'xs', 'macro']","I’m walking to the entrance of a store when a car comes speeding my way, almost hitting me. The driver opens the door and screams, “THIS AIN’T YOUR COUNTRY, BITCH!"" I was 14 years old, an Ecuadorian teenager actually born in the USA. The driver was an African American woman.",
"My (white) supervisor at work comes up to me first thing in the morning and says, “I’ve been  wanting to do this,” and puts her hands in my curly (African American) hair. It’s still wet because it’s early in the morning. She recoils and looks at me like I’m the gross one.","['race', 'xs', 'body']","My (white) supervisor at work comes up to me first thing in the morning and says, “I’ve been  wanting to do this,” and puts her hands in my curly (African American) hair. It’s still wet because it’s early in the morning. She recoils and looks at me like I’m the gross one.",
"White, upper-class, Southern male who has a lower GPA and who is not as accomplished as she.","['xs', 'race', 'gender', 'class']",“Of course she’ll get the nomination over me. She’s a minority.”,Of course she’ll get the nomination over me. She’s a minority.
"My white friend when describing her new boyfriend to her family: “Well he is black, but don’t worry, he’s not  that type of black guy - he is successful and educated.” No one else even thought this was remotely offensive and I was told to stop being too sensitive when it upset me.","['xs', 'race', 'gender', 'submission']","My white friend when describing her new boyfriend to her family: “Well he is black, but don’t worry, he’s not  that type of black guy - he is successful and educated.” No one else even thought this was remotely offensive and I was told to stop being too sensitive when it upset me.",
"A former roommate. My boyfriend and I are both queer femmes in an opposite-gender relationship. Made me feel angry, confused, & defensive.","['xs', 'gender', 'sexuality']","“He’s your boyfriend? He’s so girly, I thought he was, like, your gay best friend.”","He’s your boyfriend? He’s so girly, I thought he was, like, your gay best friend."
"My Northern, private school roommate commenting on the fact that I’m from the South. Made me feel hurt, misunderstood, bitter.","['xs', 'race', 'class', 'ability', 'education']","“God, when I got the email saying you would be my roommate I was so worried you would be stupid and racist or something, but you totally aren’t.”","God, when I got the email saying you would be my roommate I was so worried you would be stupid and racist or something, but you totally aren’t."
Just featured on Feministing. Thanks! Still thrilled by the reception we’ve gotten.,"['meta', 'xs']",Just featured on Feministing. Thanks! Still thrilled by the reception we’ve gotten.,
"I’m South Asian and go by ‘Sam’. When I introduced myself to a white man at a party, he asked me what Sam was 'short for’. When I replied 'Samantha’, he told me that he was expecting something more interesting.","['xs', 'gender', 'ethnicity', 'race']","I’m South Asian and go by ‘Sam’. When I introduced myself to a white man at a party, he asked me what Sam was 'short for’. When I replied 'Samantha’, he told me that he was expecting something more interesting.",
"I work as an usher at an events arena where they were having Cirque du Soleil.  An older white woman asked, “Can you tell if those are Orientals up there? They’re all so little like Orientals. You can tell our guys because they are big and muscular.”","['gender', 'race', 'xs', 'body']","I work as an usher at an events arena where they were having Cirque du Soleil.  An older white woman asked, “Can you tell if those are Orientals up there? They’re all so little like Orientals. You can tell our guys because they are big and muscular.”",
,"['xs', 'race']","“He’s been working like a nigger all week. What? I’m saying that they work hard, how can that be racist?”","He’s been working like a nigger all week. What? I’m saying that they work hard, how can that be racist?"
A Christmas gift from (and drawn by) my partner's nine-year-old cousin. Made me feel angry and sad at how ingrained body-policing and fat-shaming is.,['body'],,
"In a 2007 National Geographic photo book called “Inside China”, where five out of six authors are white. Made me feel annoyed as a Chinese person - enough of this stereotyping and essentialism already.","['xs', 'race', 'ethnicity']",“There is no question that the Chinese will keep working hard. Hard work is in their genes.”,There is no question that the Chinese will keep working hard. Hard work is in their genes.
"In a 2007 National Geographic photo book called “Inside China”, where five out of six authors are white. Made me feel annoyed as a Chinese person - enough of this stereotyping and essentialism already.","['xs', 'race', 'ethnicity']",“There is no question that the Chinese will keep working hard. Hard work is in their genes.”,There is no question that the Chinese will keep working hard. Hard work is in their genes.
Student in my breakout group on identity and race that my school was holding in honor of Martin Luther King Jr. Day.,"['xs', 'race']",“I’ve been discriminated against because I’m white.”,I’ve been discriminated against because I’m white.
A female friend when I told her that my ex-boyfriend had tried to sexually assault me.  He had just walked into the same bar that we were at and I wanted to leave.,"['xs', 'gender', 'submission']",“But weren’t you guys dating?  It’s different if you’re dating.”,But weren’t you guys dating?  It’s different if you’re dating.
A female friend when I told her that my ex-boyfriend had tried to sexually assault me.  He had just walked into the same bar that we were at and I wanted to leave.,[],“But weren’t you guys dating?  It’s different if you’re dating.”,But weren’t you guys dating?  It’s different if you’re dating.
"Facebook’s new profile doesn’t allow you to leave the gender field blank - you are required to choose between male and female, he and she.","['xs', 'gender']","Facebook’s new profile doesn’t allow you to leave the gender field blank - you are required to choose between male and female, he and she.",
"Facebook’s new profile doesn’t allow you to leave the gender field blank - you are required to choose between male and female, he and she.","['xs', 'gender']","Facebook’s new profile doesn’t allow you to leave the gender field blank - you are required to choose between male and female, he and she.",
What my white father said when I told him two white students called me the n-word on the bus.,"['xs', 'race']",“They probably just had a crush on you.”,They probably just had a crush on you.
What my white father said when I told him two white students called me the n-word on the bus.,"['xs', 'race']",“They probably just had a crush on you.”,They probably just had a crush on you.
"After preaching about violence, misogyny, and hate crimes at my church the day after the mass shooting in Tucson, a white man who was serving with me at church told me: 1. Black people can’t say they have “slave names” because they were never slaves themselves. 2. What I really needed to preach about was how white men are blamed for everything.","['xs', 'race', 'gender', 'sexuality', 'macro']","After preaching about violence, misogyny, and hate crimes at my church the day after the mass shooting in Tucson, a white man who was serving with me at church told me: 1. Black people can’t say they have “slave names” because they were never slaves themselves. 2. What I really needed to preach about was how white men are blamed for everything.
This is a man who literally purchased a wife from Ukraine. I’m a young queer female priest and he’s an older bigger straight white man.  In a white suburban Episcopal Church. Made me feel frustrated, furious and threatened - he’s a foot taller and a lot heavier than I am, and we were in a pretty small space (the sacristy).",
"After preaching about violence, misogyny, and hate crimes at my church the day after the mass shooting in Tucson, a white man who was serving with me at church told me: 1. Black people can’t say they have “slave names” because they were never slaves themselves. 2. What I really needed to preach about was how white men are blamed for everything.","['xs', 'race', 'gender', 'sexuality', 'macro']","After preaching about violence, misogyny, and hate crimes at my church the day after the mass shooting in Tucson, a white man who was serving with me at church told me: 1. Black people can’t say they have “slave names” because they were never slaves themselves. 2. What I really needed to preach about was how white men are blamed for everything.
This is a man who literally purchased a wife from Ukraine. I’m a young queer female priest and he’s an older bigger straight white man.  In a white suburban Episcopal Church. Made me feel frustrated, furious and threatened - he’s a foot taller and a lot heavier than I am, and we were in a pretty small space (the sacristy).",
"A white boy to me (a Muslim English Pakistani girl) whilst going through my ipod. He was expecting all the music to be Bollywood, rap and R&B, and genuinely wasn’t expecting me to be listening to music like The Killers, My Chemical Romance, fun., Panic At The Disco and Green Day.","['xs', 'race', 'ethnicity', 'religion', 'gender']","“Whoa, I didn’t think you’d listen to this kind of music. It’s nearly all the same as mine!”","Whoa, I didn’t think you’d listen to this kind of music. It’s nearly all the same as mine!"
"A white boy to me (a Muslim English Pakistani girl) whilst going through my ipod. He was expecting all the music to be Bollywood, rap and R&B, and genuinely wasn’t expecting me to be listening to music like The Killers, My Chemical Romance, fun., Panic At The Disco and Green Day.","['xs', 'race', 'ethnicity', 'religion', 'gender']","“Whoa, I didn’t think you’d listen to this kind of music. It’s nearly all the same as mine!”","Whoa, I didn’t think you’d listen to this kind of music. It’s nearly all the same as mine!"
"The thing I hate the most about Microaggressions is the fact that it reminds me of the oppression I feel on a daily basis. So when all of my white friends say, “You are being over-sensitive” or “racism is over” or “we aren’t sexist, it’s just a joke” or my favorite, “chill out, you know we love you,"" I won’t feel absolutely crazy, because I definitely don’t feel alone.","['meta', 'race', 'gender']","The thing I hate the most about Microaggressions is the fact that it reminds me of the oppression I feel on a daily basis. So when all of my white friends say, “You are being over-sensitive” or “racism is over” or “we aren’t sexist, it’s just a joke” or my favorite, “chill out, you know we love you,"" I won’t feel absolutely crazy, because I definitely don’t feel alone.",
"The thing I hate the most about Microaggressions is the fact that it reminds me of the oppression I feel on a daily basis. So when all of my white friends say, “You are being over-sensitive” or “racism is over” or “we aren’t sexist, it’s just a joke” or my favorite, “chill out, you know we love you,"" I won’t feel absolutely crazy, because I definitely don’t feel alone.","['meta', 'race', 'gender']","The thing I hate the most about Microaggressions is the fact that it reminds me of the oppression I feel on a daily basis. So when all of my white friends say, “You are being over-sensitive” or “racism is over” or “we aren’t sexist, it’s just a joke” or my favorite, “chill out, you know we love you,"" I won’t feel absolutely crazy, because I definitely don’t feel alone.",
"Classmate. After a meaningful summer of helping to repair houses on a Native American reservation, I felt excited to share my experience with the class. Surprised and offended me.","['xs', 'race']","“So what, like, you built some teepees?”","So what, like, you built some teepees?"
"Classmate. After a meaningful summer of helping to repair houses on a Native American reservation, I felt excited to share my experience with the class. Surprised and offended me.","['xs', 'race']","“So what, like, you built some teepees?”","So what, like, you built some teepees?"
"“Man, there was so much drama at work, but as soon as the girls were out of the room it was really quiet! It was because of all the estrogen!” Said while I was amongst some male friends… And I knew I couldn’t say anything lest I “prove their point”. Made me feel invisible.","['xs', 'gender']","“Man, there was so much drama at work, but as soon as the girls were out of the room it was really quiet! It was because of all the estrogen!” Said while I was amongst some male friends… And I knew I couldn’t say anything lest I “prove their point”. Made me feel invisible.",
"“Man, there was so much drama at work, but as soon as the girls were out of the room it was really quiet! It was because of all the estrogen!” Said while I was amongst some male friends… And I knew I couldn’t say anything lest I “prove their point”. Made me feel invisible.","['xs', 'gender']","“Man, there was so much drama at work, but as soon as the girls were out of the room it was really quiet! It was because of all the estrogen!” Said while I was amongst some male friends… And I knew I couldn’t say anything lest I “prove their point”. Made me feel invisible.",
"A few friends were over the other day. One guy picked up an issue of Bitch that I had on the table and said, “Why the hell is this magazine named Bitch?” When I explained that it was a feminist publication, he responded, “Oh, so it’s for women, because they bitch all the time!” Made me angry.","['xs', 'gender']","A few friends were over the other day. One guy picked up an issue of Bitch that I had on the table and said, “Why the hell is this magazine named Bitch?” When I explained that it was a feminist publication, he responded, “Oh, so it’s for women, because they bitch all the time!” Made me angry.",
"A few friends were over the other day. One guy picked up an issue of Bitch that I had on the table and said, “Why the hell is this magazine named Bitch?” When I explained that it was a feminist publication, he responded, “Oh, so it’s for women, because they bitch all the time!” Made me angry.","['xs', 'gender']","A few friends were over the other day. One guy picked up an issue of Bitch that I had on the table and said, “Why the hell is this magazine named Bitch?” When I explained that it was a feminist publication, he responded, “Oh, so it’s for women, because they bitch all the time!” Made me angry.",
"I’m a black woman. My black female friend once told me that a white guy once said to her, “You’re really pretty for a black girl.” And her respone was, “I know.”","['xs', 'race', 'gender', 'submission']","I’m a black woman. My black female friend once told me that a white guy once said to her, “You’re really pretty for a black girl.” And her respone was, “I know.”
Made me realize her and my own unrecognized self hate. Made me feel sad and guilty.",
"I’m a black woman. My black female friend once told me that a white guy once said to her, “You’re really pretty for a black girl.” And her respone was, “I know.”","['xs', 'race', 'gender', 'submission']","I’m a black woman. My black female friend once told me that a white guy once said to her, “You’re really pretty for a black girl.” And her respone was, “I know.”
Made me realize her and my own unrecognized self hate. Made me feel sad and guilty.",
My mom during a phone conversation on Christmas. The comment was meant to justify an e-mail my father had sent to me in which he stated that my “dyke bullshit” had “always been offensive” to him.,"['xs', 'sexuality', 'macro']","“You know, you talk about being a lesbian a lot, and your father and I aren’t the only adults who find that off-putting.”","You know, you talk about being a lesbian a lot, and your father and I aren’t the only adults who find that off-putting."
My mom during a phone conversation on Christmas. The comment was meant to justify an e-mail my father had sent to me in which he stated that my “dyke bullshit” had “always been offensive” to him.,"['xs', 'sexuality', 'macro']","“You know, you talk about being a lesbian a lot, and your father and I aren’t the only adults who find that off-putting.”","You know, you talk about being a lesbian a lot, and your father and I aren’t the only adults who find that off-putting."
White girl,"['race', 'class', 'xs']","“I hate when parents give their kids ghetto names. Shaniqua, Laquisha… how could you do that to your kid?”","I hate when parents give their kids ghetto names. Shaniqua, Laquisha… how could you do that to your kid?"
White girl,"['race', 'class', 'xs']","“I hate when parents give their kids ghetto names. Shaniqua, Laquisha… how could you do that to your kid?”","I hate when parents give their kids ghetto names. Shaniqua, Laquisha… how could you do that to your kid?"
"I’m talking to someone I’ve known for about 7 years about what my plans are after graduation. I tell him I’m not sure what I’ll do between schools. He says, “Do you think you’ll go back to India?”I was born in Michigan. Made me feel disbelief. bewilderment. outrage. It perpetuates my continual and pervasive feeling of never quite belonging anywhere.","['race', 'xs', 'nationality']","I’m talking to someone I’ve known for about 7 years about what my plans are after graduation. I tell him I’m not sure what I’ll do between schools. He says, “Do you think you’ll go back to India?”I was born in Michigan. Made me feel disbelief. bewilderment. outrage. It perpetuates my continual and pervasive feeling of never quite belonging anywhere.",
"I’m talking to someone I’ve known for about 7 years about what my plans are after graduation. I tell him I’m not sure what I’ll do between schools. He says, “Do you think you’ll go back to India?”I was born in Michigan. Made me feel disbelief. bewilderment. outrage. It perpetuates my continual and pervasive feeling of never quite belonging anywhere.","['race', 'xs', 'nationality']","I’m talking to someone I’ve known for about 7 years about what my plans are after graduation. I tell him I’m not sure what I’ll do between schools. He says, “Do you think you’ll go back to India?”I was born in Michigan. Made me feel disbelief. bewilderment. outrage. It perpetuates my continual and pervasive feeling of never quite belonging anywhere.",
"Someone is halfway through a racist anecdote, sneaks a glance at me, carefully articulates, “African-American” as opposed to “black,” and, satisfied in their PC-ness, continues to be racist as fuck.","['xs', 'race']","Someone is halfway through a racist anecdote, sneaks a glance at me, carefully articulates, “African-American” as opposed to “black,” and, satisfied in their PC-ness, continues to be racist as fuck.",
"Someone is halfway through a racist anecdote, sneaks a glance at me, carefully articulates, “African-American” as opposed to “black,” and, satisfied in their PC-ness, continues to be racist as fuck.","['xs', 'race']","Someone is halfway through a racist anecdote, sneaks a glance at me, carefully articulates, “African-American” as opposed to “black,” and, satisfied in their PC-ness, continues to be racist as fuck.",
A Christmas gift from (and drawn by) my partner's nine-year-old cousin. Made me feel angry and sad at how ingrained body-policing and fat-shaming is.,['body'],,
Made me feel appalled & angry.,"['race', 'xs']","“I know that what happened to the Native American population was wrong, and that it was a horrible injustice to them, but why, after years and years, am I forced to feel guilty for something I had absolutely no part of?”","I know that what happened to the Native American population was wrong, and that it was a horrible injustice to them, but why, after years and years, am I forced to feel guilty for something I had absolutely no part of?"
Made me feel appalled & angry.,"['race', 'xs']","“I know that what happened to the Native American population was wrong, and that it was a horrible injustice to them, but why, after years and years, am I forced to feel guilty for something I had absolutely no part of?”","I know that what happened to the Native American population was wrong, and that it was a horrible injustice to them, but why, after years and years, am I forced to feel guilty for something I had absolutely no part of?"
I was sitting at my brother’s basketball game with my mother when a woman sat next to me and put her purse down. She took one look at me (a person of color) and moved her purse to her side away from me.  I was 16 and it made me feel hurt.,"['race', 'xs']",I was sitting at my brother’s basketball game with my mother when a woman sat next to me and put her purse down. She took one look at me (a person of color) and moved her purse to her side away from me.  I was 16 and it made me feel hurt.,
I was sitting at my brother’s basketball game with my mother when a woman sat next to me and put her purse down. She took one look at me (a person of color) and moved her purse to her side away from me.  I was 16 and hurt.,"['race', 'xs']",I was sitting at my brother’s basketball game with my mother when a woman sat next to me and put her purse down. She took one look at me (a person of color) and moved her purse to her side away from me.  I was 16 and hurt.,
"My dad, speaking of my Jamaican husband, who of course speaks English… Just like the people in the Bahamas.","['ethnicity', 'nationality', 'language', 'xs']","“Hey, he could come with us next time we cruise to the Bahamas and translate for the natives!”","Hey, he could come with us next time we cruise to the Bahamas and translate for the natives!"
"My dad, speaking of my Jamaican husband, who of course speaks English… Just like the people in the Bahamas.","['ethnicity', 'nationality', 'language', 'xs']","“Hey, he could come with us next time we cruise to the Bahamas and translate for the natives!”","Hey, he could come with us next time we cruise to the Bahamas and translate for the natives!"
My high school English teacher. I’m Asian and English IS my first language.,"['race', 'xs']","“If I didn’t know what you looked like, I would have thought English was your first language.”","If I didn’t know what you looked like, I would have thought English was your first language."
My high school English teacher. I’m Asian and English IS my first language.,"['race', 'xs']","“If I didn’t know what you looked like, I would have thought English was your first language.”","If I didn’t know what you looked like, I would have thought English was your first language."
,"['gender', 'xs']","“That skirt is too short. I don’t care what you think about yourself, but imagine what the BOYS will think about you. You don’t want them to think those kinds of things, do you!?”","That skirt is too short. I don’t care what you think about yourself, but imagine what the BOYS will think about you. You don’t want them to think those kinds of things, do you!?"
,"['gender', 'xs']","“That skirt is too short. I don’t care what you think about yourself, but imagine what the BOYS will think about you. You don’t want them to think those kinds of things, do you!?”","That skirt is too short. I don’t care what you think about yourself, but imagine what the BOYS will think about you. You don’t want them to think those kinds of things, do you!?"
White male undergraduate student to me while waiting to see his professor’s office hours. I work in the office & am an educated 36-year-old black woman in her 3rd year of a Ph.D. program at NYU.,"['race', 'gender', 'xs']","“Man, I’m thirsty! Hey – what does a guy have to to do get some water around this place?”","Man, I’m thirsty! Hey – what does a guy have to to do get some water around this place?"
White male undergraduate student to me while waiting to see his professor’s office hours. I work in the office & am an educated 36-year-old black woman in her 3rd year of a Ph.D. program at NYU.,"['race', 'gender', 'xs']","“Man, I’m thirsty! Hey – what does a guy have to to do get some water around this place?”","Man, I’m thirsty! Hey – what does a guy have to to do get some water around this place?"
Every time a man on the phone calls me “miss” or “darling” or “honey.”,"['gender', 'xs']","Every time a man on the phone calls me “miss” or “darling” or “honey.”
- 19 year-old office receptionist",
Every time a man on the phone calls me “miss” or “darling” or “honey.”,"['gender', 'xs']","Every time a man on the phone calls me “miss” or “darling” or “honey.”
- 19 year-old office receptionist",
"In a “safe space” discussion about class issues at a private university, no one says they belong to the “upper class” or “lower class.”","['class', 'xs']","In a “safe space” discussion about class issues at a private university, no one says they belong to the “upper class” or “lower class.”
Rather, they use “upper-middle,” “middle,” “professional class”, and whatever “working class” means now. Made me feel angry.",
"In a “safe space” discussion about class issues at a private university, no one says they belong to the “upper class” or “lower class.”","['class', 'xs']","In a “safe space” discussion about class issues at a private university, no one says they belong to the “upper class” or “lower class.”
Rather, they use “upper-middle,” “middle,” “professional class”, and whatever “working class” means now. Made me feel angry.",
"Professor to me, the only non-white student in a political science class at UCLA.","['race', 'xs']",“Tell the class what the minority perspective on this is.”,Tell the class what the minority perspective on this is.
"Professor to me, the only non-white student in a political science class at UCLA.","['race', 'xs']",“Tell the class what the minority perspective on this is.”,Tell the class what the minority perspective on this is.
Every time my mother leaves a newspaper article about AIDS by my seat at the kitchen table.,"['sexuality', 'xs']","Every time my mother leaves a newspaper article about AIDS by my seat at the kitchen table.
I’m 21, when I’m home for break, for the past five years since I came out",
Every time my mother leaves a newspaper article about AIDS by my seat at the kitchen table.,"['sexuality', 'xs']","Every time my mother leaves a newspaper article about AIDS by my seat at the kitchen table.
I’m 21, when I’m home for break, for the past five years since I came out",
Potential employer to me while walking into an interview,"['race', 'gender', 'xs']",“We didn’t expect you - we thought based on your name you were a black male.”,We didn’t expect you - we thought based on your name you were a black male.
Potential employer to me while walking into an interview,"['race', 'gender', 'xs']",“We didn’t expect you - we thought based on your name you were a black male.”,We didn’t expect you - we thought based on your name you were a black male.
Professor: “You might be interested in my research.  I’m studying the migration patterns of affluent Hong Kong families to North America.”,"['race', 'xs', 'class']","Professor: “You might be interested in my research.  I’m studying the migration patterns of affluent Hong Kong families to North America.”
To an Asian Canadian whose family has never been to Hong Kong, nor have they been affluent.",
Professor: “You might be interested in my research.  I’m studying the migration patterns of affluent Hong Kong families to North America.”,"['race', 'xs', 'class']","Professor: “You might be interested in my research.  I’m studying the migration patterns of affluent Hong Kong families to North America.”
To an Asian Canadian whose family has never been to Hong Kong, nor have they been affluent.",
"A remark I’ve heard several times in conversations about countries like Mexico, Guatemala, Nigeria, Pakistan, the entire continent of Africa/“over there.” Exotifying everyone in a certain country, although a seemingly positive remark it is still has very strong (negative) racial implications","['race', 'nationality', 'xs']",“People there are beautiful.”,People there are beautiful.
"A remark I’ve heard several times in conversations about countries like Mexico, Guatemala, Nigeria, Pakistan, the entire continent of Africa/“over there.” Exotifying everyone in a certain country, although a seemingly positive remark it is still has very strong (negative) racial implications","['race', 'nationality', 'xs']",“People there are beautiful.”,People there are beautiful.
Co-worker commenting on the worthiness of my university degree. Made me feel sad & tired.,"['ethnicity', 'xs']","“Well, of course life is easy for you, you’re Malay. It’s not like you need to be smart to get a scholarship.”","Well, of course life is easy for you, you’re Malay. It’s not like you need to be smart to get a scholarship."
Co-worker commenting on the worthiness of my university degree. Made me feel sad & tired.,"['ethnicity', 'xs']","“Well, of course life is easy for you, you’re Malay. It’s not like you need to be smart to get a scholarship.”","Well, of course life is easy for you, you’re Malay. It’s not like you need to be smart to get a scholarship."
A security guard approaches me at an upscale shopping district.  I am the only black person sitting in the waiting area.  I am waiting for a friend and have been sitting for two minutes.  The security guard ignores the throng of people around me comes to me and asks “What is your business here?”,"['race', 'xs']","A security guard approaches me at an upscale shopping district.  I am the only black person sitting in the waiting area.  I am waiting for a friend and have been sitting for two minutes.  The security guard ignores the throng of people around me comes to me and asks “What is your business here?”
I am 31 & in Chicago & it made me feel like I was…nothing.",
A security guard approaches me at an upscale shopping district.  I am the only black person sitting in the waiting area.  I am waiting for a friend and have been sitting for two minutes.  The security guard ignores the throng of people around me comes to me and asks “What is your business here?”,"['race', 'xs']","A security guard approaches me at an upscale shopping district.  I am the only black person sitting in the waiting area.  I am waiting for a friend and have been sitting for two minutes.  The security guard ignores the throng of people around me comes to me and asks “What is your business here?”
I am 31 & in Chicago & it made me feel like I was…nothing.",
A generally-liberal male classmate/coworker.,"['gender', 'xs']","“THERE ARE LOTS OF REASONABLE FEMINISTS, LIKE YOU, BUT THEN THERE ARE THOSE ONE WHO JUST LIKE, HATE MEN.”","THERE ARE LOTS OF REASONABLE FEMINISTS, LIKE YOU, BUT THEN THERE ARE THOSE ONE WHO JUST LIKE, HATE MEN."
A generally-liberal male classmate/coworker.,"['gender', 'xs']","“THERE ARE LOTS OF REASONABLE FEMINISTS, LIKE YOU, BUT THEN THERE ARE THOSE ONE WHO JUST, LIKE, HATE MEN.”","THERE ARE LOTS OF REASONABLE FEMINISTS, LIKE YOU, BUT THEN THERE ARE THOSE ONE WHO JUST, LIKE, HATE MEN."
"colorlines:“The image above appears on Rush Limbaugh’s Web site. Is any American more adept at exploiting racial dog whistles? It’s always egregious enough to be calculatingly offensive, but never quite an open and shut case, because most of all the talk radio host revels in being called a racist so that he can throw up his hands and complain about liberal race-baiting.” (via The Bald Racism Of Rush Limbaugh - The Daily Dish | By Andrew Sullivan)(via colorlines)",['race'],,
"colorlines:“The image above appears on Rush Limbaugh’s Web site. Is any American more adept at exploiting racial dog whistles? It’s always egregious enough to be calculatingly offensive, but never quite an open and shut case, because most of all the talk radio host revels in being called a racist so that he can throw up his hands and complain about liberal race-baiting.” (via The Bald Racism Of Rush Limbaugh - The Daily Dish | By Andrew Sullivan)(via colorlines)",['race'],,
"Whenever my girlfriend and I go out holding hands, we’re leered at, catcalled, or occasionally followed around by men asking us for a “hot bisexual threesome.”","['macro', 'xs', 'sexuality', 'gender']","Whenever my girlfriend and I go out holding hands, we’re leered at, catcalled, or occasionally followed around by men asking us for a “hot bisexual threesome.”
I hate being objectified and fetishized because I’m a lesbian.  I hate feeling like I somehow invited it by being affectionate in public with the woman I love.",
"Whenever my girlfriend and I go out holding hands, we’re leered at, catcalled, or occasionally followed around by men asking us for a “hot bisexual threesome.”","['macro', 'xs', 'sexuality', 'gender']","Whenever my girlfriend and I go out holding hands, we’re leered at, catcalled, or occasionally followed around by men asking us for a “hot bisexual threesome.”
I hate being objectified and fetishized because I’m a lesbian.  I hate feeling like I somehow invited it by being affectionate in public with the woman I love.",
"Random slur by some white teenagers as I walked home from work. I was born in Canada, raised in Canada, but my parents just happen to be Vietnamese. Made me feel pretty shocked & angry.","['race', 'xs']",“Go back to Japan!”,Go back to Japan!
"Random slur by some white teenagers as I walked home from work. I was born in Canada, raised in Canada, but my parents just happen to be Vietnamese. Made me feel pretty shocked & angry.","['race', 'xs']",“Go back to Japan!”,Go back to Japan!
"One of my coworkers (the only black male staff member in a school predominately serving students of color) grows his hair out into an Afro. Our white supervisor makes several jokes about how he needs to change his hair, & never makes comments like this about anyone else.","['race', 'xs']","One of my coworkers (the only black male staff member in a school predominately serving students of color) grows his hair out into an Afro. Our white supervisor makes several jokes about how he needs to change his hair, & never makes comments like this about anyone else.
Made me feel alone, angry, sad, & helpless.",
"One of my coworkers (the only black male staff member in a school predominately serving students of color) grows his hair out into an Afro. Our white supervisor makes several jokes about how he needs to change his hair, & never makes comments like this about anyone else.","['race', 'xs']","One of my coworkers (the only black male staff member in a school predominately serving students of color) grows his hair out into an Afro. Our white supervisor makes several jokes about how he needs to change his hair, & never makes comments like this about anyone else.
Made me feel alone, angry, sad, & helpless.",
"A white teacher to a Latina student asking why she came to class late. Made me feel alone, scared, frustrated, & confused.","['race', 'xs']",“Spanish time?”,Spanish time?
"A white teacher to a Latina student asking why she came to class late. Made me feel alone, scared, frustrated, & confused.","['race', 'xs']",“Spanish time?”,Spanish time?
Scribbled underneath the rest of the student store menu. I’m one of three Vietnamese kids at school. All of us are girls.,"['race', 'gender', 'ethnicity', 'xs']","“Kit Kat: $0.75
Skittles: $0.75
Potato Chips: $0.50
Hot Pocket: $1.00
Vietnamese Prostitute: TWO DOLLAH”","Kit Kat: $0.75
Skittles: $0.75
Potato Chips: $0.50
Hot Pocket: $1.00
Vietnamese Prostitute: TWO DOLLAH"
Scribbled underneath the rest of the student store menu. I’m one of three Vietnamese kids at school. All of us are girls.,"['race', 'gender', 'ethnicity', 'xs']","“Kit Kat: $0.75
Skittles: $0.75
Potato Chips: $0.50
Hot Pocket: $1.00
Vietnamese Prostitute: TWO DOLLAH”","Kit Kat: $0.75
Skittles: $0.75
Potato Chips: $0.50
Hot Pocket: $1.00
Vietnamese Prostitute: TWO DOLLAH"
"Hi folks, this is a workshop in Brooklyn, NY that was sent to us for those interested/in the area, hosted by RISE (a “grassroots collective of social workers and activists” in NYC).","['event', 'meta', 'race']","Hi folks, this is a workshop in Brooklyn, NY that was sent to us for those interested/in the area, hosted by RISE (a “grassroots collective of social workers and activists” in NYC).
https://www.brownpapertickets.com/event/142526",
"Every time my professors dock me points for “neglecting” the -a, the -ette, the taa’ marbuuta - feminine word endings [in different languages] - when referring to myself.","['gender', 'xs']","Every time my professors dock me points for “neglecting” the -a, the -ette, the taa’ marbuuta - feminine word endings [in different languages] - when referring to myself.",
